23,70541,366603,2749
26,54168,780236,1966
29,73899,773926,4413
20,63381,787815,4342
25,38794,366506,1276
41,87188,570757,1106
55,94891,604069,3661
35,61003,418997,1148
43,116249,319423,2612
32,49083,701577,4595
69,62099,898873,2935
47,110698,777280,4517
31,90301,299600,2861
65,24648,276109,3971
64,105009,399139,2760
53,29783,807659,2334
69,114236,667081,4634
48,107359,963585,2802
53,49224,869812,4342
62,117264,777902,1843
62,73889,202342,4476
43,51844,739884,1167
58,103753,993093,4395
56,117504,183174,1650
68,27364,854840,996
64,107930,281436,4137
43,89640,739695,2112
70,134035,557438,3651
63,117967,204430,1821
63,47896,272732,1170
45,24313,147014,4750
51,107642,263967,4482
52,53299,894822,2755
56,121335,140842,1368
27,36781,86986,3712
69,105191,953822,4543
25,98964,416625,1114
56,90036,394000,4358
33,118108,173302,1759
38,73907,272019,4176
25,66966,709925,4518
40,73501,881692,1673
70,64875,765164,1746
54,145535,159257,4327
26,144888,301509,3391
56,93631,141739,4576
51,46211,862512,1831
54,72860,268755,1023
24,123454,291168,642
26,116983,672130,2281
43,146348,381066,4728
54,66068,506799,3258
48,63683,811300,2211
65,41328,412935,3169
36,70835,520891,4360
42,45929,764160,1705
32,35126,303805,3442
30,148655,72197,4515
43,92642,319027,1302
27,40098,959874,2440
42,65337,860404,3701
70,28356,474860,3224
62,104907,536474,1727
68,138557,76379,4042
32,125748,195071,3452
45,99954,870289,5000
42,71646,229680,4251
69,121869,837024,3062
27,101551,105332,3660
53,94222,392077,3774
62,34851,430449,1804
69,61700,141511,4478
53,76843,708894,2312
23,143411,756389,2945
40,63964,111225,1635
34,83653,381438,2574
67,66619,182076,4648
62,77078,411474,4560
40,118942,417647,4389
52,39956,825768,3179
34,99408,664021,1752
44,116476,758402,3154
44,32884,257434,3500
20,135104,811752,1119
56,47121,771359,619
64,67420,761152,4493
64,64700,547195,4601
30,38437,588549,2732
65,69140,111311,2635
40,39132,754520,797
24,54523,846398,4742
34,77405,654092,1186
40,118299,760317,4417
53,58401,885024,2175
68,85875,793941,1686
57,125867,879195,733
68,89518,612835,623
23,25667,50001,2909
35,136314,362506,3566
33,36403,451282,1136
67,86795,548503,3037
25,28768,854247,4105
38,145982,209193,2780
45,25078,498692,2441
37,34173,95472,4298
59,106025,883566,3577
37,135417,637511,1902
67,51132,151720,4520
55,122826,144440,1580
55,136045,183676,3481
35,101834,176445,4263
61,146046,164121,1757
47,122889,851601,2947
21,83525,586222,692
43,90591,828663,3556
70,74086,626894,3549
37,100557,442549,4382
47,56046,855523,3284
67,68624,480980,1201
20,116008,772496,1939
44,52823,875673,1585
59,102179,340804,4257
51,77719,856807,1488
58,28246,74041,4253
33,74841,346643,4485
41,49791,968137,787
65,143941,698698,3083
26,144154,189806,3560
37,141120,147630,1798
55,89231,153575,4297
46,144780,688709,4387
20,34692,214966,1202
26,141194,497429,4279
51,134612,515461,2918
53,108400,987601,4400
20,80974,669105,3396
45,135603,138202,4338
56,40593,724576,3702
52,132319,768097,3474
35,32799,201341,3138
23,66133,147191,3746
19,114458,511902,4227
33,37106,613633,3503
35,36761,687190,2366
31,143758,99701,2216
47,70482,279298,2658
39,72314,581779,635
29,143911,622744,4126
64,145422,813387,3572
31,144559,949161,4628
23,88143,186863,1316
68,33823,258500,4644
56,76343,725860,4267
34,101557,285640,4668
48,25988,203365,3575
33,72368,303768,4367
51,117187,738680,3172
68,69328,187922,3864
70,116189,690744,4528
58,145614,377619,3524
20,81854,849413,2102
39,144340,799607,1681
68,87337,870247,3063
37,68999,566304,2237
59,119693,221392,3189
41,35133,388838,3183
60,146937,217513,3572
30,49349,166377,4697
38,70348,233750,3678
21,128745,594296,4436
55,127517,673827,2938
64,118038,515202,1792
29,44219,218100,4889
54,132161,558309,2840
52,55137,750440,3959
63,86965,61748,4337
26,37298,480381,4460
26,108425,540761,749
34,57050,423471,3630
69,141876,220342,3616
47,86918,603777,1399
31,41852,306805,4833
23,33250,849271,2717
45,120418,812338,4573
37,125717,322405,3640
48,92807,557448,2778
64,95543,404771,1643
40,129889,601396,2672
39,117281,283200,2288
69,66359,160208,1861
44,57451,565867,4424
36,106090,938999,2364
23,94921,763467,2697
56,98388,338117,1541
62,137030,570992,2372
31,145961,531516,4299
64,69067,369648,1816
62,24192,186670,3413
24,31483,663208,4648
23,43821,437147,4316
53,40030,64282,3867
26,22807,660275,4593
39,106047,545049,2892
52,87341,650295,4592
53,41080,79407,2901
64,110838,500348,2281
62,34740,143864,3147
35,38229,829498,1878
58,95089,188012,2769
45,34479,287827,2576
36,97476,507886,3338
46,69439,296286,3068
19,112475,543926,3688
37,56568,204818,3245
19,135554,422449,3029
39,80979,396407,4474
38,93452,132794,3028
70,118783,77879,3907
36,149115,322110,4497
26,43205,875289,3114
45,76638,872792,4622
54,66831,187627,1768
39,143803,144099,2336
37,80237,85155,1916
31,65752,889688,626
40,96555,803702,3028
45,65240,598385,3930
37,48832,205148,1670
47,110554,629596,3855
48,22850,258186,567
30,96156,212663,661
42,69586,112810,2375
36,145829,603353,4209
35,99168,195827,1550
47,96023,299629,2635
20,118627,760823,4084
64,88726,616887,3655
23,66297,866054,4555
36,118070,944380,709
25,37647,386330,2159
47,71557,437699,3824
49,52610,505140,3709
45,88672,569823,1549
19,38661,835928,1468
65,135528,620922,3388
42,92123,198386,1842
25,33634,518667,3188
34,142791,599328,4596
56,32167,252431,1944
22,34620,467531,761
43,130554,176212,628
39,78823,305368,3722
45,125138,422980,4377
28,100499,672519,735
41,20912,732312,2221
29,76895,405216,4442
63,122952,365010,636
54,69931,722480,3937
24,96639,96594,4466
57,48224,854849,4512
37,53126,87703,1431
46,70314,450166,3652
48,33578,919361,1249
64,28753,796038,3450
38,99136,260950,4559
60,89222,665999,1797
26,70280,160105,1843
67,135887,353123,2085
30,39720,713856,669
42,115575,699004,1641
59,57650,970108,1610
64,93497,129616,2032
23,39033,195688,2715
53,137008,528416,1295
32,35257,905984,2757
24,64743,413718,2879
45,37448,365160,4574
50,107935,961288,1227
57,40112,274367,599
31,113605,405507,1525
64,146071,81611,3404
54,50746,352050,4394
63,51096,149006,4357
69,94162,200704,3410
70,127115,980035,4339
48,85507,685647,1725
60,26406,591584,1062
63,119825,602985,4452
56,42273,191084,3551
70,99488,582087,4567
34,26869,670021,3443
19,106557,647850,4631
46,37433,327648,4755
19,66575,944003,3055
63,57401,203900,3280
64,145953,571830,4357
42,37782,572861,4664
49,91200,148992,4008
62,72139,682702,1728
57,54239,976124,2354
46,101418,163158,578
43,80176,795124,1581
24,148131,395833,3383
40,31438,300512,1970
37,100478,169973,3027
63,36520,628121,3011
43,136209,249762,4588
47,72894,535435,4717
54,23688,245833,4010
26,124896,345415,2538
20,107706,829418,1274
35,82774,67442,1622
70,22101,238805,3661
66,40562,977083,2298
35,133367,706483,4360
51,134300,921608,1158
41,36553,391050,2769
29,132984,297081,3627
43,38019,444694,3898
68,70107,371163,1283
41,77145,788911,3221
26,106586,643114,4799
64,132654,311029,4455
18,116995,945797,3017
37,108143,184342,2702
64,36276,861301,3712
23,71025,506640,3875
39,26608,326434,1874
57,30666,245776,3576
30,51986,140023,1330
37,128946,362470,4507
43,70574,549712,4383
52,68973,179741,2126
32,81030,387994,4666
26,69095,438803,4404
27,143756,78166,3520
36,47708,222309,3645
53,38799,157980,3643
49,120754,156637,4460
66,72662,230527,4353
51,97678,487646,4752
69,80916,889659,1797
31,34229,749727,2043
41,136081,573163,3385
68,124685,67917,1478
50,121431,738330,727
49,31287,579878,3468
31,106587,413437,3439
37,45386,824861,1066
31,82567,273746,1312
48,121006,323916,3497
54,28969,463607,4464
69,78474,195964,4697
22,49498,239046,2499
28,90012,788613,4824
42,120687,242869,3860
64,74607,730696,4284
51,52883,800015,1150
38,131241,596014,773
63,34415,661679,1841
38,36507,946162,3601
68,26451,303055,1720
54,51446,761973,4899
36,38304,134558,3036
64,73693,397599,1805
24,99076,364798,4471
64,89634,872056,2656
48,110555,139974,3047
57,128242,100579,1650
70,73244,331254,4815
68,37015,703635,2302
68,144631,764494,4547
56,116359,216125,2338
32,81478,107019,3536
21,96978,555785,3690
57,67139,348875,1771
61,142244,979496,2574
26,125975,540980,4519
66,98240,207089,3106
70,24654,303357,3553
57,92715,370321,1690
56,104515,666002,4847
18,144872,925458,4102
37,149309,186112,2830
31,109568,503283,4850
50,37008,245607,3631
23,72194,859711,4866
38,64348,195827,3441
43,49599,277337,3317
69,65872,694411,4444
33,105079,382363,4941
38,86439,233072,2980
47,37265,401083,1714
51,27243,524451,4494
70,117683,893488,4201
42,134865,725322,3237
45,40903,516086,4646
41,140657,405310,3175
25,34177,87507,4604
55,82034,967741,775
38,25889,292292,3245
55,26586,822131,2464
25,112247,827751,3988
24,120373,316638,4048
25,82036,136198,2594
54,82147,186859,1855
69,57390,761877,4007
55,65081,397984,3535
37,100688,547444,4282
58,61576,399285,3580
58,96100,54683,541
47,83612,201532,713
55,146698,663724,4557
56,22318,478627,1041
43,42297,152110,4309
62,131846,171218,4106
29,145344,221718,625
68,30296,683676,2293
33,113436,709234,1992
43,146718,636190,599
30,81101,727571,4366
64,23159,124699,640
53,54884,458391,4440
35,61488,823326,3927
52,114213,144718,4617
45,87585,193119,4346
68,123578,788145,1656
43,119354,511919,4219
70,67252,291773,3478
19,53342,684531,3549
65,110072,232755,1390
38,67469,701522,2275
63,37099,939970,4892
54,36814,296660,1195
28,121562,990431,3880
39,54959,418622,1022
40,33664,258386,3740
20,131366,635165,941
68,144755,639124,3041
43,82280,75672,1617
30,39758,779242,4513
49,32095,377129,3091
23,40569,288316,4552
64,68280,281257,4119
20,120322,867101,1988
70,138230,336603,2242
24,25322,211011,3234
69,114652,169972,4501
69,69487,348647,4306
25,103927,791913,3346
27,143959,723138,4529
47,97987,315868,763
63,33827,882256,2600
69,146807,764408,3215
45,39472,93436,3856
54,67271,375954,1740
66,108282,176644,3696
20,99688,878151,4359
61,26649,78073,4484
66,108348,768040,3497
51,122988,519066,4485
70,132004,439791,2243
40,93940,281265,1727
36,85793,861067,3397
53,77978,739409,3065
29,26183,85573,1339
26,118337,194764,777
